# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/P.pastoris_GS115/predict_misc/busco.evm.proteins.fa -o p.pastoris_gs115_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m proteins -c 28 -sp anidulans
#
# Busco id	Status	Sequence	Score	Length
EOG092643IE	Fragmented	evm.model.scaffold_4.84	92.8	109
EOG092643JW	Complete	evm.model.scaffold_2.88	114.1	184
EOG092643NE	Complete	evm.model.scaffold_4.63	104.2	97
EOG092643QM	Complete	evm.model.scaffold_3.203	106.6	136
EOG092643QW	Complete	evm.model.scaffold_2.94	204.2	154
EOG092643S6	Complete	evm.model.scaffold_4.177	182.2	193
EOG092643VB	Complete	evm.model.scaffold_3.153	298.8	205
EOG092643Y5	Complete	evm.model.scaffold_3.107	224.7	211
EOG09264441	Complete	evm.model.scaffold_2.62	330.3	200
EOG0926448Q	Complete	evm.model.scaffold_2.6	130.0	197
EOG092644DY	Complete	evm.model.scaffold_1.77	65.1	96
EOG092644K0	Complete	evm.model.scaffold_1.65	165.4	139
EOG092644N1	Missing
EOG092644O2	Complete	evm.model.scaffold_1.15	446.8	218
EOG092644TW	Complete	evm.model.scaffold_3.204	373.0	230
EOG092644WX	Complete	evm.model.scaffold_3.145	357.0	205
EOG092644X6	Complete	evm.model.scaffold_4.121	282.2	169
EOG092644Z6	Complete	evm.model.scaffold_3.98	256.5	182
EOG092644ZU	Complete	evm.model.scaffold_2.86	282.1	193
EOG0926457R	Missing
EOG0926458I	Complete	evm.model.scaffold_1.272	260.7	170
EOG092645G0	Complete	evm.model.scaffold_2.39	343.3	205
EOG092645L9	Complete	evm.model.scaffold_2.95	98.6	169
EOG092645LS	Complete	evm.model.scaffold_3.52	149.1	115
EOG092645MK	Missing
EOG092645OU	Complete	evm.model.scaffold_1.96	366.7	301
EOG092645QN	Complete	evm.model.scaffold_4.12	326.1	212
EOG092645TJ	Complete	evm.model.scaffold_2.271	274.6	228
EOG092645U1	Complete	evm.model.scaffold_1.19	195.5	216
EOG092646C6	Missing
EOG092646CB	Complete	evm.model.scaffold_2.289	275.4	198
EOG092646EZ	Missing
EOG092646PE	Missing
EOG092646VF	Complete	evm.model.scaffold_3.208	199.8	156
EOG092646WF	Complete	evm.model.scaffold_4.149	219.7	160
EOG09264719	Complete	evm.model.scaffold_4.8	289.8	216
EOG0926477X	Complete	evm.model.scaffold_3.49	201.2	187
EOG092647CM	Complete	evm.model.scaffold_3.112	148.3	143
EOG092647L7	Complete	evm.model.scaffold_1.18	373.3	197
EOG09264829	Complete	evm.model.scaffold_2.61	113.9	144
EOG0926484N	Complete	evm.model.scaffold_1.165	292.9	169
EOG09264873	Complete	evm.model.scaffold_1.246	283.2	201
EOG09264881	Complete	evm.model.scaffold_1.220	267.3	309
EOG0926489S	Complete	evm.model.scaffold_4.98	237.9	213
EOG092648K5	Complete	evm.model.scaffold_4.3	182.0	150
EOG092648LP	Complete	evm.model.scaffold_1.182	218.4	250
EOG092648O6	Missing
EOG092648Q0	Complete	evm.model.scaffold_2.294	374.5	186
EOG092648U2	Complete	evm.model.scaffold_4.7	129.3	127
EOG092648VW	Complete	evm.model.scaffold_4.181	393.9	206
EOG092648XW	Complete	evm.model.scaffold_3.80	179.5	170
EOG09264903	Complete	evm.model.scaffold_1.311	422.3	210
EOG09264904	Complete	evm.model.scaffold_3.30	251.1	169
EOG0926499W	Complete	evm.model.scaffold_3.40	325.2	308
EOG092649QJ	Complete	evm.model.scaffold_2.147	368.4	256
EOG092649VA	Missing
EOG092649VG	Complete	evm.model.scaffold_2.223	322.0	247
EOG092649XV	Complete	evm.model.scaffold_4.40	361.9	306
EOG09264A2D	Complete	evm.model.scaffold_2.208	147.3	160
EOG09264A8D	Complete	evm.model.scaffold_2.194	280.9	200
EOG09264ABT	Complete	evm.model.scaffold_4.78	156.7	130
EOG09264AWW	Complete	evm.model.scaffold_1.105	135.1	158
EOG09264B2P	Complete	evm.model.scaffold_3.117	332.0	239
EOG09264B2X	Missing
EOG09264B3O	Complete	evm.model.scaffold_1.294	203.5	195
EOG09264B74	Complete	evm.model.scaffold_1.341	113.2	122
EOG09264BIX	Complete	evm.model.scaffold_1.22	163.8	221
EOG09264BJC	Missing
EOG09264BOA	Complete	evm.model.scaffold_3.122	279.3	429
EOG09264BWL	Complete	evm.model.scaffold_2.108	97.4	74
EOG09264C3N	Missing
EOG09264C3V	Missing
EOG09264CA0	Complete	evm.model.scaffold_1.325	157.0	222
EOG09264CH7	Complete	evm.model.scaffold_2.217	414.0	447
EOG09264CND	Complete	evm.model.scaffold_3.157	136.0	159
EOG09264COX	Complete	evm.model.scaffold_4.13	272.7	165
EOG09264CP4	Complete	evm.model.scaffold_1.333	196.1	144
EOG09264CP8	Complete	evm.model.scaffold_2.178	265.7	182
EOG09264CST	Complete	evm.model.scaffold_2.202	233.3	213
EOG09264D7Y	Complete	evm.model.scaffold_1.42	224.9	197
EOG09264DIM	Complete	evm.model.scaffold_2.98	256.0	177
EOG09264DJ8	Complete	evm.model.scaffold_4.44	245.7	228
EOG09264DMU	Missing
EOG09264DOU	Complete	evm.model.scaffold_2.42	117.8	102
EOG09264DT4	Complete	evm.model.scaffold_3.198	308.8	336
EOG09264DY4	Complete	evm.model.scaffold_3.149	127.8	165
EOG09264DYD	Complete	evm.model.scaffold_3.190	284.6	234
EOG09264E5J	Complete	evm.model.scaffold_4.51	212.1	212
EOG09264E6Z	Missing
EOG09264EGS	Complete	evm.model.scaffold_4.35	101.3	90
EOG09264ENO	Complete	evm.model.scaffold_4.48	268.9	170
EOG09264F1U	Complete	evm.model.scaffold_2.176	258.3	251
EOG09264F60	Fragmented	evm.model.scaffold_4.96	172.6	96
EOG09264FOM	Complete	evm.model.scaffold_2.161	204.9	154
EOG09264FVQ	Complete	evm.model.scaffold_3.28	321.2	199
EOG09264FWI	Complete	evm.model.scaffold_3.86	363.3	344
EOG09264FXB	Complete	evm.model.scaffold_4.104	594.6	471
EOG09264FYY	Missing
EOG09264G04	Complete	evm.model.scaffold_1.80	149.1	169
EOG09264G0H	Complete	evm.model.scaffold_1.241	263.9	183
EOG09264G1F	Complete	evm.model.scaffold_2.303	157.6	147
EOG09264G1I	Complete	evm.model.scaffold_1.8	488.7	277
EOG09264G4X	Complete	evm.model.scaffold_2.285	342.1	185
EOG09264G7L	Complete	evm.model.scaffold_2.19	177.2	156
EOG09264GMT	Complete	evm.model.scaffold_3.239	307.6	212
EOG09264GQZ	Complete	evm.model.scaffold_3.209	215.5	176
EOG09264HHW	Complete	evm.model.scaffold_1.295	320.0	169
EOG09264HN5	Complete	evm.model.scaffold_2.274	193.3	150
EOG09264HOY	Complete	evm.model.scaffold_1.271	252.1	347
EOG09264HTG	Complete	evm.model.scaffold_1.201	400.7	201
EOG09264HU0	Complete	evm.model.scaffold_2.9	282.5	233
EOG09264HX6	Complete	evm.model.scaffold_2.23	110.6	96
EOG09264I14	Complete	evm.model.scaffold_4.82	102.2	86
EOG09264I6B	Complete	evm.model.scaffold_3.105	144.3	121
EOG09264I9J	Complete	evm.model.scaffold_2.211	226.2	132
EOG09264IDN	Complete	evm.model.scaffold_1.227	247.5	160
EOG09264IG5	Complete	evm.model.scaffold_3.61	255.7	184
EOG09264IIZ	Complete	evm.model.scaffold_4.93	146.4	134
EOG09264IKZ	Complete	evm.model.scaffold_3.180	76.0	103
EOG09264IMV	Complete	evm.model.scaffold_1.92	332.0	191
EOG09264IOS	Complete	evm.model.scaffold_4.1	143.4	157
EOG09264IPL	Complete	evm.model.scaffold_1.168	225.8	227
EOG09264IQ7	Complete	evm.model.scaffold_1.285	263.9	342
EOG09264IV9	Complete	evm.model.scaffold_3.75	245.0	215
EOG09264J8E	Complete	evm.model.scaffold_1.13	145.6	110
EOG09264JHE	Complete	evm.model.scaffold_4.33	284.6	161
EOG09264JK1	Missing
EOG09264JQ1	Complete	evm.model.scaffold_2.106	237.4	224
EOG09264JW6	Missing
EOG09264K2W	Complete	evm.model.scaffold_4.179	280.0	226
EOG09264KDO	Complete	evm.model.scaffold_1.90	200.9	163
EOG09264KIV	Complete	evm.model.scaffold_2.235	125.0	123
EOG09264KK7	Complete	evm.model.scaffold_1.124	166.0	129
EOG09264KO7	Complete	evm.model.scaffold_4.192	238.5	178
EOG09264KSI	Missing
EOG09264KTU	Complete	evm.model.scaffold_3.194	105.9	136
EOG09264L06	Complete	evm.model.scaffold_1.102	93.8	118
EOG09264L0C	Complete	evm.model.scaffold_2.168	366.1	189
EOG09264L3W	Complete	evm.model.scaffold_4.140	298.3	191
EOG09264L6D	Complete	evm.model.scaffold_2.276	185.9	201
EOG09264LBC	Complete	evm.model.scaffold_1.85	367.1	192
EOG09264LC7	Missing
EOG09264LH2	Complete	evm.model.scaffold_2.73	217.0	227
EOG09264LJU	Complete	evm.model.scaffold_3.187	209.1	173
EOG09264LKR	Complete	evm.model.scaffold_2.109	382.2	188
EOG09264MGU	Complete	evm.model.scaffold_1.121	117.1	154
EOG09264MIL	Complete	evm.model.scaffold_2.114	311.4	154
EOG09264MN3	Complete	evm.model.scaffold_4.156	98.3	103
EOG09264MZ1	Complete	evm.model.scaffold_1.190	108.8	117
EOG09264NC7	Complete	evm.model.scaffold_1.223	237.3	149
EOG09264NDD	Complete	evm.model.scaffold_2.286	132.7	248
EOG09264NEF	Missing
EOG09264NJ1	Complete	evm.model.scaffold_3.188	375.7	483
EOG09264NNY	Complete	evm.model.scaffold_2.198	190.6	163
EOG09264O2D	Complete	evm.model.scaffold_2.121	121.4	136
EOG09264O3B	Complete	evm.model.scaffold_2.220	177.8	117
EOG09264O6J	Complete	evm.model.scaffold_2.130	286.8	159
EOG09264O9F	Complete	evm.model.scaffold_3.113	236.5	179
EOG09264OAU	Complete	evm.model.scaffold_3.79	206.4	212
EOG09264OBA	Complete	evm.model.scaffold_1.238	143.5	130
EOG09264OBO	Missing
EOG09264OM7	Complete	evm.model.scaffold_1.10	226.1	148
EOG09264OML	Complete	evm.model.scaffold_3.148	179.7	162
EOG09264OQ8	Complete	evm.model.scaffold_1.188	241.8	180
EOG09264OXC	Complete	evm.model.scaffold_3.33	222.0	168
EOG09264OYZ	Complete	evm.model.scaffold_3.224	213.0	129
EOG09264P3R	Complete	evm.model.scaffold_2.1	351.3	211
EOG09264P4J	Complete	evm.model.scaffold_3.130	88.1	178
EOG09264P74	Complete	evm.model.scaffold_1.11	211.4	201
EOG09264PD5	Complete	evm.model.scaffold_1.210	304.3	167
EOG09264PDD	Missing
EOG09264PE5	Complete	evm.model.scaffold_3.103	244.4	179
EOG09264PI4	Complete	evm.model.scaffold_2.214	166.7	127
EOG09264PK5	Complete	evm.model.scaffold_1.138	196.1	163
EOG09264PMA	Complete	evm.model.scaffold_4.55	102.3	136
EOG09264QRY	Complete	evm.model.scaffold_1.212	117.2	100
EOG09264R0D	Complete	evm.model.scaffold_4.133	183.5	227
EOG09264R1U	Complete	evm.model.scaffold_1.72	129.3	124
EOG09264R4M	Complete	evm.model.scaffold_3.232	174.6	183
EOG09264RBX	Missing
EOG09264RIE	Complete	evm.model.scaffold_4.20	200.8	280
EOG09264RJ7	Complete	evm.model.scaffold_4.59	171.3	116
EOG09264RJL	Complete	evm.model.scaffold_3.154	106.7	90
EOG09264RQY	Complete	evm.model.scaffold_1.63	208.5	147
EOG09264RR2	Complete	evm.model.scaffold_1.83	276.2	165
EOG09264RW6	Complete	evm.model.scaffold_4.206	243.7	159
EOG09264S3E	Complete	evm.model.scaffold_3.53	232.3	151
EOG09264S40	Complete	evm.model.scaffold_2.28	190.2	142
EOG09264S4C	Complete	evm.model.scaffold_1.308	118.6	110
EOG09264SET	Complete	evm.model.scaffold_3.24	268.7	165
EOG09264SQJ	Complete	evm.model.scaffold_3.186	298.6	181
EOG09264SSI	Complete	evm.model.scaffold_3.251	203.1	149
EOG09264SUZ	Complete	evm.model.scaffold_1.334	167.5	124
EOG09264T0J	Complete	evm.model.scaffold_3.255	242.0	178
EOG09264T1U	Complete	evm.model.scaffold_3.64	191.6	252
EOG09264T3S	Complete	evm.model.scaffold_1.303	231.2	164
EOG09264T8I	Complete	evm.model.scaffold_4.84	137.4	156
EOG09264THP	Complete	evm.model.scaffold_4.129	160.7	186
EOG09264TJN	Complete	evm.model.scaffold_3.168	297.3	175
EOG09264TQ5	Complete	evm.model.scaffold_2.104	189.9	154
EOG09264U78	Complete	evm.model.scaffold_1.318	197.4	141
EOG09264U81	Complete	evm.model.scaffold_2.126	157.6	126
EOG09264UD3	Complete	evm.model.scaffold_2.137	157.7	109
EOG09264UJF	Complete	evm.model.scaffold_1.347	148.1	119
EOG09264UKL	Complete	evm.model.scaffold_1.114	88.1	107
EOG09264USX	Complete	evm.model.scaffold_2.128	156.8	127
EOG09264UVA	Missing
EOG09264V2U	Complete	evm.model.scaffold_3.140	149.3	124
EOG09264V30	Complete	evm.model.scaffold_3.29	120.4	108
EOG09264V3H	Complete	evm.model.scaffold_1.58	209.6	144
EOG09264V51	Complete	evm.model.scaffold_2.302	112.1	115
EOG09264VC6	Complete	evm.model.scaffold_4.197	103.3	125
EOG09264VRO	Complete	evm.model.scaffold_2.250	98.8	117
EOG09264VZ7	Complete	evm.model.scaffold_1.273	161.4	177
EOG09264W1U	Complete	evm.model.scaffold_1.250	117.8	157
EOG09264W46	Complete	evm.model.scaffold_1.135	248.8	195
EOG09264W71	Complete	evm.model.scaffold_1.162	235.6	184
EOG09264W7W	Complete	evm.model.scaffold_1.122	141.6	159
EOG09264WF4	Complete	evm.model.scaffold_3.121	312.4	268
EOG09264X31	Complete	evm.model.scaffold_1.258	148.5	129
EOG09264X41	Complete	evm.model.scaffold_2.264	146.8	171
EOG09264X8J	Complete	evm.model.scaffold_4.143	299.1	153
EOG09264X9R	Missing
EOG09264XF3	Complete	evm.model.scaffold_3.230	343.1	222
EOG09264XJC	Complete	evm.model.scaffold_1.279	163.5	170
EOG09264XKX	Complete	evm.model.scaffold_2.4	174.7	160
EOG09264XLN	Complete	evm.model.scaffold_1.120	87.9	95
EOG09264XM2	Complete	evm.model.scaffold_4.80	75.6	109
EOG09264XOC	Complete	evm.model.scaffold_1.194	229.8	228
EOG09264XOZ	Missing
EOG09264XPY	Complete	evm.model.scaffold_2.116	190.0	148
EOG09264XT5	Complete	evm.model.scaffold_4.186	248.6	165
EOG09264XTW	Complete	evm.model.scaffold_4.160	320.3	225
EOG09264XUV	Missing
EOG09264XVU	Complete	evm.model.scaffold_2.38	121.0	150
EOG09264XYD	Missing
EOG09264Y0W	Complete	evm.model.scaffold_2.248	255.7	162
EOG09264YEG	Complete	evm.model.scaffold_2.199	244.4	124
EOG09264YHS	Complete	evm.model.scaffold_3.237	226.9	160
EOG09264YIJ	Complete	evm.model.scaffold_2.183	61.2	100
EOG09264YKY	Complete	evm.model.scaffold_2.291	204.1	124
EOG09264YNR	Complete	evm.model.scaffold_2.105	270.9	157
EOG09264Z1B	Complete	evm.model.scaffold_3.167	233.7	122
EOG09264Z3D	Complete	evm.model.scaffold_4.88	136.0	125
EOG09264ZDJ	Complete	evm.model.scaffold_3.94	163.0	160
EOG09264ZDZ	Complete	evm.model.scaffold_1.153	152.7	104
EOG09264ZI5	Complete	evm.model.scaffold_2.277	76.6	100
EOG09264ZQC	Complete	evm.model.scaffold_1.264	122.9	101
EOG09264ZWF	Complete	evm.model.scaffold_3.248	190.3	121
EOG09264ZXA	Complete	evm.model.scaffold_1.151	239.2	171
EOG09265040	Complete	evm.model.scaffold_1.233	135.4	158
EOG0926505R	Complete	evm.model.scaffold_1.112	149.0	152
EOG0926506U	Complete	evm.model.scaffold_3.137	246.1	133
EOG0926506Z	Complete	evm.model.scaffold_2.2	151.0	112
EOG092650I8	Complete	evm.model.scaffold_1.141	132.1	124
EOG092650VI	Complete	evm.model.scaffold_2.27	139.1	123
EOG0926510L	Complete	evm.model.scaffold_1.57	217.2	191
EOG0926514P	Complete	evm.model.scaffold_4.106	250.2	132
EOG092651BA	Complete	evm.model.scaffold_2.170	161.6	81
EOG092651FJ	Complete	evm.model.scaffold_2.216	235.3	184
EOG092651HW	Complete	evm.model.scaffold_2.60	198.9	203
EOG092651K1	Complete	evm.model.scaffold_2.162	35.8	163
EOG092651LN	Complete	evm.model.scaffold_1.89	262.6	147
EOG092651OF	Missing
EOG0926522L	Complete	evm.model.scaffold_3.172	192.6	109
EOG092652KR	Missing
EOG092652NQ	Missing
EOG092652TN	Missing
EOG092652Y6	Complete	evm.model.scaffold_2.190	208.9	114
EOG092652YI	Complete	evm.model.scaffold_1.240	109.7	69
EOG092652ZZ	Complete	evm.model.scaffold_2.228	126.8	112
EOG09265313	Complete	evm.model.scaffold_4.132	111.6	124
EOG0926534P	Missing
EOG0926539T	Complete	evm.model.scaffold_3.201	150.1	97
EOG092653KS	Complete	evm.model.scaffold_3.245	174.0	92
EOG092653LT	Complete	evm.model.scaffold_4.203	83.8	105
EOG092653NM	Complete	evm.model.scaffold_2.143	276.4	136
EOG092653O3	Complete	evm.model.scaffold_4.128	185.8	151
EOG092653SU	Complete	evm.model.scaffold_1.27	113.7	109
EOG092653VU	Complete	evm.model.scaffold_1.126	130.3	151
EOG092653YS	Complete	evm.model.scaffold_1.41	171.6	158
EOG092654KW	Complete	evm.model.scaffold_1.108	190.7	147
EOG092654LJ	Complete	evm.model.scaffold_4.205	200.8	132
EOG092654O3	Complete	evm.model.scaffold_1.253	86.2	76
EOG092654QZ	Complete	evm.model.scaffold_4.183	117.0	99
EOG092654RM	Complete	evm.model.scaffold_2.80	146.7	103
EOG092654VM	Complete	evm.model.scaffold_4.182	146.0	119
EOG092654XA	Complete	evm.model.scaffold_2.103	132.1	111
EOG09265552	Complete	evm.model.scaffold_2.205	179.8	112
EOG09265591	Complete	evm.model.scaffold_2.188	154.8	114
EOG092655IF	Complete	evm.model.scaffold_3.116	111.5	99
EOG092655L0	Complete	evm.model.scaffold_2.41	134.9	116
EOG092655M5	Complete	evm.model.scaffold_3.59	179.1	168
EOG092655SO	Complete	evm.model.scaffold_1.134	105.9	150
EOG092656CM	Complete	evm.model.scaffold_1.197	212.0	167
EOG092656IY	Complete	evm.model.scaffold_4.196	70.7	87
EOG092656JA	Complete	evm.model.scaffold_1.199	126.6	107
EOG092656RK	Complete	evm.model.scaffold_1.180	313.1	174
EOG0926577T	Complete	evm.model.scaffold_4.131	100.3	136
EOG0926578E	Complete	evm.model.scaffold_1.81	142.2	116
EOG092657H8	Complete	evm.model.scaffold_1.274	144.8	116
EOG092657UN	Complete	evm.model.scaffold_2.113	204.8	143
EOG092657YR	Complete	evm.model.scaffold_4.184	177.4	123
EOG09265822	Complete	evm.model.scaffold_2.261	118.6	114
EOG0926587S	Complete	evm.model.scaffold_4.99	128.9	158
EOG092658CI	Complete	evm.model.scaffold_1.275	83.3	116
EOG092658NW	Missing
EOG092658QH	Complete	evm.model.scaffold_4.124	92.5	87
EOG092658SK	Complete	evm.model.scaffold_1.284	213.8	133
EOG092658WS	Complete	evm.model.scaffold_1.173	75.3	71
EOG092658WY	Complete	evm.model.scaffold_4.209	138.1	92
EOG092658X5	Complete	evm.model.scaffold_4.101	100.9	62
EOG092658ZO	Complete	evm.model.scaffold_3.51	138.1	140
EOG0926591L	Complete	evm.model.scaffold_3.55	141.3	107
EOG092659DX	Complete	evm.model.scaffold_1.164	91.7	114
EOG092659OC	Complete	evm.model.scaffold_4.180	145.2	115
EOG09265A08	Complete	evm.model.scaffold_1.191	118.3	105
EOG09265A4E	Complete	evm.model.scaffold_2.35	134.7	109
EOG09265AL8	Complete	evm.model.scaffold_2.32	206.7	184
EOG09265ANI	Complete	evm.model.scaffold_1.39	218.6	147
EOG09265AT5	Complete	evm.model.scaffold_4.100	139.3	81
EOG09265B1X	Missing
EOG09265B4G	Complete	evm.model.scaffold_2.238	112.8	96
EOG09265B95	Complete	evm.model.scaffold_2.144	107.3	130
EOG09265BAK	Complete	evm.model.scaffold_2.102	93.9	90
EOG09265BBJ	Complete	evm.model.scaffold_2.77	118.1	87
EOG09265BCT	Complete	evm.model.scaffold_3.243	154.1	105
EOG09265BE5	Complete	evm.model.scaffold_1.166	100.4	89
EOG09265BG5	Missing
EOG09265BJ3	Complete	evm.model.scaffold_3.65	109.7	101
EOG09265BTA	Missing
EOG09265BTC	Complete	evm.model.scaffold_3.229	160.3	92
EOG09265BWR	Missing
EOG09265C25	Complete	evm.model.scaffold_2.258	131.6	152
EOG09265CCT	Complete	evm.model.scaffold_1.202	301.7	163
EOG09265CFP	Complete	evm.model.scaffold_2.244	165.2	97
EOG09265CN0	Complete	evm.model.scaffold_3.127	200.0	119
EOG09265CQO	Missing
EOG09265D7J	Complete	evm.model.scaffold_1.73	141.4	96
EOG09265DAV	Complete	evm.model.scaffold_4.61	194.3	113
EOG09265DDU	Complete	evm.model.scaffold_2.300	102.6	106
EOG09265DRM	Complete	evm.model.scaffold_1.17	123.4	158
EOG09265DVA	Complete	evm.model.scaffold_3.164	144.3	124
EOG09265DWT	Complete	evm.model.scaffold_3.125	142.1	94
EOG09265E6R	Complete	evm.model.scaffold_2.278	249.4	126
EOG09265E8A	Complete	evm.model.scaffold_1.265	123.8	97
EOG09265EKJ	Complete	evm.model.scaffold_3.85	66.8	75
EOG09265EOF	Complete	evm.model.scaffold_4.37	173.0	101
EOG09265ER6	Complete	evm.model.scaffold_1.182	128.7	97
EOG09265F2Y	Complete	evm.model.scaffold_1.259	107.3	93
EOG09265FCK	Complete	evm.model.scaffold_1.243	198.1	135
EOG09265FGA	Complete	evm.model.scaffold_3.22	188.9	128
EOG09265FI4	Complete	evm.model.scaffold_4.144	123.2	86
EOG09265FL1	Missing
EOG09265FTN	Complete	evm.model.scaffold_3.9	104.5	80
EOG09265FTY	Missing
EOG09265G5C	Complete	evm.model.scaffold_3.192	285.4	166
EOG09265G5K	Complete	evm.model.scaffold_2.56	135.1	109
EOG09265G9U	Complete	evm.model.scaffold_1.128	152.8	112
EOG09265GGX	Complete	evm.model.scaffold_2.115	89.2	80
EOG09265GSM	Complete	evm.model.scaffold_1.236	85.1	60
EOG09265GXF	Complete	evm.model.scaffold_2.279	225.9	243
EOG09265GYD	Complete	evm.model.scaffold_1.159	89.6	76
EOG09265GYK	Missing
EOG09265H9T	Complete	evm.model.scaffold_1.196	122.4	85
EOG09265HEP	Complete	evm.model.scaffold_4.34	93.7	91
EOG09265HP0	Complete	evm.model.scaffold_3.206	146.9	107
EOG09265HPJ	Complete	evm.model.scaffold_1.252	168.8	117
EOG09265I60	Complete	evm.model.scaffold_4.39	138.9	119
EOG09265I72	Complete	evm.model.scaffold_2.74	72.3	51
EOG09265I7S	Missing
EOG09265IBC	Complete	evm.model.scaffold_4.68	171.1	104
EOG09265IT6	Complete	evm.model.scaffold_1.213	136.1	90
EOG09265J36	Complete	evm.model.scaffold_4.27	87.8	75
EOG09265JA7	Missing
EOG09265JNA	Complete	evm.model.scaffold_3.182	63.6	83
EOG09265JVH	Complete	evm.model.scaffold_4.95	137.3	66
EOG09265JX6	Complete	evm.model.scaffold_3.39	209.1	104
EOG09265K1R	Complete	evm.model.scaffold_2.90	101.7	69
EOG09265K4K	Complete	evm.model.scaffold_4.208	84.6	59
EOG09265K5D	Complete	evm.model.scaffold_1.218	82.2	68
EOG09265K60	Missing
EOG09265KF9	Complete	evm.model.scaffold_2.305	87.7	69
EOG09265KNL	Complete	evm.model.scaffold_3.217	114.1	68
EOG09265KPR	Complete	evm.model.scaffold_1.329	113.5	73
EOG09265KQ4	Complete	evm.model.scaffold_4.204	81.9	96
EOG09265KSE	Complete	evm.model.scaffold_2.136	81.1	53
EOG09265L8N	Complete	evm.model.scaffold_3.88	136.0	81
EOG09265LEG	Complete	evm.model.scaffold_1.335	90.9	63
EOG09265LIB	Complete	evm.model.scaffold_4.164	97.1	95
EOG09265M8S	Complete	evm.model.scaffold_1.4	125.0	97
EOG09265M98	Complete	evm.model.scaffold_1.20	95.2	191
EOG09265MAN	Complete	evm.model.scaffold_2.78	136.6	92
EOG09265NHW	Complete	evm.model.scaffold_2.25	129.0	74
EOG09265OQH	Complete	evm.model.scaffold_1.267	111.1	66
EOG09265PJ3	Complete	evm.model.scaffold_4.127	97.2	62
EOG09265PQX	Complete	evm.model.scaffold_1.130	113.1	61
EOG09265PUI	Complete	evm.model.scaffold_1.54	110.0	60
EOG09265PWR	Missing
EOG09265QTV	Complete	evm.model.scaffold_3.42	83.6	70
EOG09265RGI	Missing
EOG09265RGS	Complete	evm.model.scaffold_3.170	106.4	86
EOG09265SHL	Complete	evm.model.scaffold_2.226	149.5	91
EOG09265SHM	Complete	evm.model.scaffold_1.117	101.5	98
